origin,destination,ridership
AG04: PWTC,SP15: Bandar Tasik Selatan,13470
AG04: PWTC,SP16: Sungai Besi,849
AG04: PWTC,SP17: Bukit Jalil,4955
AG04: PWTC,SP18: Sri Petaling,1373
AG04: PWTC,SP19: Awan Besar,3358
AG04: PWTC,SP20: Muhibbah,2399
AG04: PWTC,SP21: Alam Sutera,1907
AG04: PWTC,SP22: Kinrara,2285
AG04: PWTC,SP24: IOI Puchong Jaya,2159
AG04: PWTC,SP25: Pusat Bandar Puchong,1907
AG04: PWTC,SP26: Taman Perindustrian Puchong,953
AG04: PWTC,SP27: Bandar Puteri,1142
AG04: PWTC,SP28: Puchong Perdana,1878
AG04: PWTC,SP29: Puchong Prima,1937
AG04: PWTC,SP31: Putra Heights,2836
AG05: Sultan Ismail,A0: All Stations,234334
AG05: Sultan Ismail,AG01: Sentul Timur,11544
AG05: Sultan Ismail,AG02: Sentul,7185
AG05: Sultan Ismail,AG03: Titiwangsa,4849
AG05: Sultan Ismail,AG04: PWTC,30345
AG05: Sultan Ismail,AG05: Sultan Ismail,4235
AG05: Sultan Ismail,AG06: Bandaraya,10995
AG05: Sultan Ismail,AG07: Masjid Jamek,5761
AG05: Sultan Ismail,AG08: Plaza Rakyat,3531
AG05: Sultan Ismail,AG09: Hang Tuah,3469
AG05: Sultan Ismail,AG10: Pudu,4004
AG05: Sultan Ismail,AG11: Chan Sow Lin,1932
AG05: Sultan Ismail,AG12: Miharja,1085
AG05: Sultan Ismail,AG13: Maluri,4998
AG05: Sultan Ismail,AG14: Pandan Jaya,4099
AG05: Sultan Ismail,AG15: Pandan Indah,3185
AG05: Sultan Ismail,AG16: Cempaka,4257
AG05: Sultan Ismail,AG17: Cahaya,2241
AG05: Sultan Ismail,AG18: Ampang,4825
AG05: Sultan Ismail,KG04: Kwasa Damansara,685
AG05: Sultan Ismail,KG05: Kwasa Sentral,873
AG05: Sultan Ismail,KG06: Kota Damansara,461
AG05: Sultan Ismail,KG07: Surian,513
AG05: Sultan Ismail,KG08: Mutiara Damansara,501
AG05: Sultan Ismail,KG09: Bandar Utama,1176
AG05: Sultan Ismail,KG10: TTDI,737
AG05: Sultan Ismail,KG12: Phileo Damansara,443
AG05: Sultan Ismail,KG13: Pusat Bandar Damansara,600
AG05: Sultan Ismail,KG14: Semantan,651
AG05: Sultan Ismail,KG15: Muzium Negara,123
AG05: Sultan Ismail,KG16: Pasar Seni,784
AG05: Sultan Ismail,KG17: Merdeka,1282
AG05: Sultan Ismail,KG18: Bukit Bintang,910
AG05: Sultan Ismail,KG20: Tun Razak Exchange,2504
AG05: Sultan Ismail,KG21: Cochrane,966
AG05: Sultan Ismail,KG22: Maluri,3556
AG05: Sultan Ismail,KG23: Taman Pertama,317
AG05: Sultan Ismail,KG24: Taman Midah,817
AG05: Sultan Ismail,KG25: Taman Mutiara,1289
AG05: Sultan Ismail,KG26: Taman Connaught,1206
AG05: Sultan Ismail,KG27: Taman Suntex,1567
AG05: Sultan Ismail,KG28: Sri Raya,609
AG05: Sultan Ismail,KG29: Bandar Tun Hussien Onn,1834
AG05: Sultan Ismail,KG30: Batu 11 Cheras,739
AG05: Sultan Ismail,KG31: Bukit Dukung,675
AG05: Sultan Ismail,KG33: Sungai Jernih,1808
AG05: Sultan Ismail,KG34: Stadium Kajang,840
AG05: Sultan Ismail,KG35: Kajang,3704
AG05: Sultan Ismail,KJ01: Gombak,894
AG05: Sultan Ismail,KJ02: Taman Melati,1800
AG05: Sultan Ismail,KJ03: Wangsa Maju,1559
AG05: Sultan Ismail,KJ04: Sri Rampai,1794
AG05: Sultan Ismail,KJ05: Setiawangsa,1124
AG05: Sultan Ismail,KJ06: Jelatek,770
AG05: Sultan Ismail,KJ07: Dato' Keramat,458
AG05: Sultan Ismail,KJ08: Damai,578
AG05: Sultan Ismail,KJ09: Ampang Park,516
AG05: Sultan Ismail,KJ10: KLCC,2462
AG05: Sultan Ismail,KJ11: Kampung Baru,683
AG05: Sultan Ismail,KJ12: Dang Wangi,49
AG05: Sultan Ismail,KJ13: Masjid Jamek,11467
AG05: Sultan Ismail,KJ14: Pasar Seni,1826
AG05: Sultan Ismail,KJ15: KL Sentral,3222
AG05: Sultan Ismail,KJ16: Bank Rakyat Bangsar,2260
AG05: Sultan Ismail,KJ17: Abdullah Hukum,1668
AG05: Sultan Ismail,KJ18: Kerinchi,559
AG05: Sultan Ismail,KJ19: Universiti,1492
AG05: Sultan Ismail,KJ20: Taman Jaya,640
AG05: Sultan Ismail,KJ21: Asia Jaya,758
AG05: Sultan Ismail,KJ22: Taman Paramount,580
AG05: Sultan Ismail,KJ23: Taman Bahagia,555
AG05: Sultan Ismail,KJ24: Kelana Jaya,566
AG05: Sultan Ismail,KJ25: Lembah Subang,575
AG05: Sultan Ismail,KJ26: Ara Damansara,1006
AG05: Sultan Ismail,KJ27: Cgc Glenmarie,1279
AG05: Sultan Ismail,KJ28: Subang Jaya,1150
AG05: Sultan Ismail,KJ29: SS 15,538
AG05: Sultan Ismail,KJ30: SS 18,150
AG05: Sultan Ismail,KJ31: USJ 7,317
AG05: Sultan Ismail,KJ32: Taipan,411
AG05: Sultan Ismail,KJ33: Wawasan,230
AG05: Sultan Ismail,KJ34: USJ 21,201
AG05: Sultan Ismail,KJ35: Alam Megah,686
AG05: Sultan Ismail,KJ36: Subang Alam,64
AG05: Sultan Ismail,MR01: KL Sentral,152
AG05: Sultan Ismail,MR02: Tun Sambanthan,82
AG05: Sultan Ismail,MR03: Maharajalela,217
AG05: Sultan Ismail,MR04: Hang Tuah,1867
AG05: Sultan Ismail,MR05: Imbi,627
AG05: Sultan Ismail,MR06: Bukit Bintang,600
AG05: Sultan Ismail,MR07: Raja Chulan,90
AG05: Sultan Ismail,MR08: Bukit Nanas,25
AG05: Sultan Ismail,MR09: Medan Tuanku,119
AG05: Sultan Ismail,MR10: Chow Kit,174
AG05: Sultan Ismail,MR11: Titiwangsa,179
AG05: Sultan Ismail,PYL03: Kampung Selamat,388
AG05: Sultan Ismail,PYL04: Sungai Buloh,2813
AG05: Sultan Ismail,SP12: Cheras,3605
AG05: Sultan Ismail,SP13: Salak Selatan,5809
AG05: Sultan Ismail,SP14: Bandar Tun Razak,2669
AG05: Sultan Ismail,SP15: Bandar Tasik Selatan,7274
AG05: Sultan Ismail,SP16: Sungai Besi,772
AG05: Sultan Ismail,SP17: Bukit Jalil,2110
AG05: Sultan Ismail,SP18: Sri Petaling,1103
AG05: Sultan Ismail,SP19: Awan Besar,1563
AG05: Sultan Ismail,SP20: Muhibbah,1242
AG05: Sultan Ismail,SP21: Alam Sutera,932
AG05: Sultan Ismail,SP22: Kinrara,2334
AG05: Sultan Ismail,SP24: IOI Puchong Jaya,1285
AG05: Sultan Ismail,SP25: Pusat Bandar Puchong,1054
AG05: Sultan Ismail,SP26: Taman Perindustrian Puchong,362
AG05: Sultan Ismail,SP27: Bandar Puteri,673
AG05: Sultan Ismail,SP28: Puchong Perdana,899
AG05: Sultan Ismail,SP29: Puchong Prima,1866
AG05: Sultan Ismail,SP31: Putra Heights,1852
AG06: Bandaraya,A0: All Stations,856680
AG06: Bandaraya,AG01: Sentul Timur,58782
AG06: Bandaraya,AG02: Sentul,36423
AG06: Bandaraya,AG03: Titiwangsa,22556
AG06: Bandaraya,AG04: PWTC,64115
AG06: Bandaraya,AG05: Sultan Ismail,9564
AG06: Bandaraya,AG06: Bandaraya,10943
AG06: Bandaraya,AG07: Masjid Jamek,17243
AG06: Bandaraya,AG08: Plaza Rakyat,12668
AG06: Bandaraya,AG09: Hang Tuah,15499
AG06: Bandaraya,AG10: Pudu,15360
AG06: Bandaraya,AG11: Chan Sow Lin,5910
AG06: Bandaraya,AG12: Miharja,5731
AG06: Bandaraya,AG13: Maluri,14284
AG06: Bandaraya,AG14: Pandan Jaya,16603
AG06: Bandaraya,AG15: Pandan Indah,16378
AG06: Bandaraya,AG16: Cempaka,22052
AG06: Bandaraya,AG17: Cahaya,11772
AG06: Bandaraya,AG18: Ampang,27894
AG06: Bandaraya,KG04: Kwasa Damansara,2097
AG06: Bandaraya,KG05: Kwasa Sentral,3143
AG06: Bandaraya,KG06: Kota Damansara,2235
AG06: Bandaraya,KG07: Surian,2288
AG06: Bandaraya,KG08: Mutiara Damansara,2403
AG06: Bandaraya,KG09: Bandar Utama,2666
AG06: Bandaraya,KG10: TTDI,1642
AG06: Bandaraya,KG12: Phileo Damansara,742
AG06: Bandaraya,KG13: Pusat Bandar Damansara,858
AG06: Bandaraya,KG14: Semantan,929
AG06: Bandaraya,KG15: Muzium Negara,720
AG06: Bandaraya,KG16: Pasar Seni,2663
AG06: Bandaraya,KG17: Merdeka,1267
AG06: Bandaraya,KG18: Bukit Bintang,7400
AG06: Bandaraya,KG20: Tun Razak Exchange,7568
AG06: Bandaraya,KG21: Cochrane,6856
AG06: Bandaraya,KG22: Maluri,13592
AG06: Bandaraya,KG23: Taman Pertama,1481
AG06: Bandaraya,KG24: Taman Midah,2249
AG06: Bandaraya,KG25: Taman Mutiara,4640
AG06: Bandaraya,KG26: Taman Connaught,3900
AG06: Bandaraya,KG27: Taman Suntex,5046
AG06: Bandaraya,KG28: Sri Raya,3509
AG06: Bandaraya,KG29: Bandar Tun Hussien Onn,4477
AG06: Bandaraya,KG30: Batu 11 Cheras,1980
AG06: Bandaraya,KG31: Bukit Dukung,3126
AG06: Bandaraya,KG33: Sungai Jernih,5986
AG06: Bandaraya,KG34: Stadium Kajang,3759
AG06: Bandaraya,KG35: Kajang,10882
AG06: Bandaraya,KJ01: Gombak,5628
AG06: Bandaraya,KJ02: Taman Melati,8310
AG06: Bandaraya,KJ03: Wangsa Maju,8359
AG06: Bandaraya,KJ04: Sri Rampai,6524
AG06: Bandaraya,KJ05: Setiawangsa,4684
AG06: Bandaraya,KJ06: Jelatek,3307
AG06: Bandaraya,KJ07: Dato' Keramat,2418
AG06: Bandaraya,KJ08: Damai,3344
AG06: Bandaraya,KJ09: Ampang Park,2777
AG06: Bandaraya,KJ10: KLCC,13582
AG06: Bandaraya,KJ11: Kampung Baru,7174
AG06: Bandaraya,KJ12: Dang Wangi,736
AG06: Bandaraya,KJ13: Masjid Jamek,27653
AG06: Bandaraya,KJ14: Pasar Seni,7998
AG06: Bandaraya,KJ15: KL Sentral,14041
AG06: Bandaraya,KJ16: Bank Rakyat Bangsar,4184
AG06: Bandaraya,KJ17: Abdullah Hukum,5000
AG06: Bandaraya,KJ18: Kerinchi,2496
AG06: Bandaraya,KJ19: Universiti,6056
AG06: Bandaraya,KJ20: Taman Jaya,2480
AG06: Bandaraya,KJ21: Asia Jaya,1401
AG06: Bandaraya,KJ22: Taman Paramount,1785
AG06: Bandaraya,KJ23: Taman Bahagia,1385
AG06: Bandaraya,KJ24: Kelana Jaya,1708
AG06: Bandaraya,KJ25: Lembah Subang,1433
AG06: Bandaraya,KJ26: Ara Damansara,2531
AG06: Bandaraya,KJ27: Cgc Glenmarie,2751
AG06: Bandaraya,KJ28: Subang Jaya,3530
AG06: Bandaraya,KJ29: SS 15,1770
AG06: Bandaraya,KJ30: SS 18,589
AG06: Bandaraya,KJ31: USJ 7,807
AG06: Bandaraya,KJ32: Taipan,749
AG06: Bandaraya,KJ33: Wawasan,750
AG06: Bandaraya,KJ34: USJ 21,487
AG06: Bandaraya,KJ35: Alam Megah,1802
AG06: Bandaraya,KJ36: Subang Alam,251
AG06: Bandaraya,MR01: KL Sentral,1676
AG06: Bandaraya,MR02: Tun Sambanthan,932
AG06: Bandaraya,MR03: Maharajalela,1067
AG06: Bandaraya,MR04: Hang Tuah,16173
AG06: Bandaraya,MR05: Imbi,7469
AG06: Bandaraya,MR06: Bukit Bintang,11492
AG06: Bandaraya,MR07: Raja Chulan,712
AG06: Bandaraya,MR08: Bukit Nanas,456
AG06: Bandaraya,MR09: Medan Tuanku,1231
AG06: Bandaraya,MR10: Chow Kit,1998
AG06: Bandaraya,MR11: Titiwangsa,1179
AG06: Bandaraya,PYL03: Kampung Selamat,745
AG06: Bandaraya,PYL04: Sungai Buloh,8328
AG06: Bandaraya,SP12: Cheras,17552
AG06: Bandaraya,SP13: Salak Selatan,25544
AG06: Bandaraya,SP14: Bandar Tun Razak,19684
AG06: Bandaraya,SP15: Bandar Tasik Selatan,23410
AG06: Bandaraya,SP16: Sungai Besi,3138
AG06: Bandaraya,SP17: Bukit Jalil,7783
AG06: Bandaraya,SP18: Sri Petaling,3120
AG06: Bandaraya,SP19: Awan Besar,5805
AG06: Bandaraya,SP20: Muhibbah,4763
AG06: Bandaraya,SP21: Alam Sutera,4908
AG06: Bandaraya,SP22: Kinrara,8362
AG06: Bandaraya,SP24: IOI Puchong Jaya,3222
AG06: Bandaraya,SP25: Pusat Bandar Puchong,3482
AG06: Bandaraya,SP26: Taman Perindustrian Puchong,1353
AG06: Bandaraya,SP27: Bandar Puteri,1572
AG06: Bandaraya,SP28: Puchong Perdana,3597
AG06: Bandaraya,SP29: Puchong Prima,6028
AG06: Bandaraya,SP31: Putra Heights,5538
AG07: Masjid Jamek,A0: All Stations,1238276
AG07: Masjid Jamek,AG01: Sentul Timur,47624
AG07: Masjid Jamek,AG02: Sentul,27685
AG07: Masjid Jamek,AG03: Titiwangsa,37429
AG07: Masjid Jamek,AG04: PWTC,68084
AG07: Masjid Jamek,AG05: Sultan Ismail,19518
AG07: Masjid Jamek,AG06: Bandaraya,57430
AG07: Masjid Jamek,AG07: Masjid Jamek,44583
AG07: Masjid Jamek,AG08: Plaza Rakyat,7386
AG07: Masjid Jamek,AG09: Hang Tuah,21809
AG07: Masjid Jamek,AG10: Pudu,20810
AG07: Masjid Jamek,AG11: Chan Sow Lin,7501
AG07: Masjid Jamek,AG12: Miharja,4603
AG07: Masjid Jamek,AG13: Maluri,12461
AG07: Masjid Jamek,AG14: Pandan Jaya,10425
AG07: Masjid Jamek,AG15: Pandan Indah,8938
AG07: Masjid Jamek,AG16: Cempaka,12907
AG07: Masjid Jamek,AG17: Cahaya,7442
AG07: Masjid Jamek,AG18: Ampang,16037
AG07: Masjid Jamek,KG04: Kwasa Damansara,1152
AG07: Masjid Jamek,KG05: Kwasa Sentral,3932
AG07: Masjid Jamek,KG06: Kota Damansara,2337
AG07: Masjid Jamek,KG07: Surian,2607
AG07: Masjid Jamek,KG08: Mutiara Damansara,3069
AG07: Masjid Jamek,KG09: Bandar Utama,4146
AG07: Masjid Jamek,KG10: TTDI,2810
AG07: Masjid Jamek,KG12: Phileo Damansara,1689
AG07: Masjid Jamek,KG13: Pusat Bandar Damansara,1468
AG07: Masjid Jamek,KG14: Semantan,2128
AG07: Masjid Jamek,KG15: Muzium Negara,869
AG07: Masjid Jamek,KG16: Pasar Seni,14122
AG07: Masjid Jamek,KG17: Merdeka,2674
AG07: Masjid Jamek,KG18: Bukit Bintang,24824
AG07: Masjid Jamek,KG20: Tun Razak Exchange,10185
AG07: Masjid Jamek,KG21: Cochrane,7525
AG07: Masjid Jamek,KG22: Maluri,10113
AG07: Masjid Jamek,KG23: Taman Pertama,1235
AG07: Masjid Jamek,KG24: Taman Midah,1745
AG07: Masjid Jamek,KG25: Taman Mutiara,3011
AG07: Masjid Jamek,KG26: Taman Connaught,2466
AG07: Masjid Jamek,KG27: Taman Suntex,3169
AG07: Masjid Jamek,KG28: Sri Raya,1673
AG07: Masjid Jamek,KG29: Bandar Tun Hussien Onn,2706
AG07: Masjid Jamek,KG30: Batu 11 Cheras,2425
AG07: Masjid Jamek,KG31: Bukit Dukung,2273
AG07: Masjid Jamek,KG33: Sungai Jernih,2705
AG07: Masjid Jamek,KG34: Stadium Kajang,3844
AG07: Masjid Jamek,KG35: Kajang,6603
AG07: Masjid Jamek,KJ01: Gombak,13445
AG07: Masjid Jamek,KJ02: Taman Melati,14868
AG07: Masjid Jamek,KJ03: Wangsa Maju,17770
AG07: Masjid Jamek,KJ04: Sri Rampai,13074
AG07: Masjid Jamek,KJ05: Setiawangsa,11180
AG07: Masjid Jamek,KJ06: Jelatek,9617
AG07: Masjid Jamek,KJ07: Dato' Keramat,5805
AG07: Masjid Jamek,KJ08: Damai,6583
AG07: Masjid Jamek,KJ09: Ampang Park,17698
AG07: Masjid Jamek,KJ10: KLCC,86138
AG07: Masjid Jamek,KJ11: Kampung Baru,24179
AG07: Masjid Jamek,KJ12: Dang Wangi,14660
AG07: Masjid Jamek,KJ13: Masjid Jamek,10548
AG07: Masjid Jamek,KJ14: Pasar Seni,31342
AG07: Masjid Jamek,KJ15: KL Sentral,84812
AG07: Masjid Jamek,KJ16: Bank Rakyat Bangsar,18457
AG07: Masjid Jamek,KJ17: Abdullah Hukum,19210
AG07: Masjid Jamek,KJ18: Kerinchi,8280
AG07: Masjid Jamek,KJ19: Universiti,14172
AG07: Masjid Jamek,KJ20: Taman Jaya,7995
AG07: Masjid Jamek,KJ21: Asia Jaya,7837
AG07: Masjid Jamek,KJ22: Taman Paramount,4993
AG07: Masjid Jamek,KJ23: Taman Bahagia,5609
AG07: Masjid Jamek,KJ24: Kelana Jaya,4904
AG07: Masjid Jamek,KJ25: Lembah Subang,4775
AG07: Masjid Jamek,KJ26: Ara Damansara,5371
AG07: Masjid Jamek,KJ27: Cgc Glenmarie,7149
AG07: Masjid Jamek,KJ28: Subang Jaya,6876
AG07: Masjid Jamek,KJ29: SS 15,4072
AG07: Masjid Jamek,KJ30: SS 18,1224
AG07: Masjid Jamek,KJ31: USJ 7,3047
AG07: Masjid Jamek,KJ32: Taipan,2900
AG07: Masjid Jamek,KJ33: Wawasan,2018
AG07: Masjid Jamek,KJ34: USJ 21,1664
AG07: Masjid Jamek,KJ35: Alam Megah,3220
AG07: Masjid Jamek,KJ36: Subang Alam,793
AG07: Masjid Jamek,MR01: KL Sentral,727
AG07: Masjid Jamek,MR02: Tun Sambanthan,352
AG07: Masjid Jamek,MR03: Maharajalela,928
AG07: Masjid Jamek,MR04: Hang Tuah,20640
AG07: Masjid Jamek,MR05: Imbi,7099
AG07: Masjid Jamek,MR06: Bukit Bintang,10874
AG07: Masjid Jamek,MR07: Raja Chulan,796
AG07: Masjid Jamek,MR08: Bukit Nanas,574
AG07: Masjid Jamek,MR09: Medan Tuanku,1329
AG07: Masjid Jamek,MR10: Chow Kit,5795
AG07: Masjid Jamek,MR11: Titiwangsa,1681
AG07: Masjid Jamek,PYL03: Kampung Selamat,1780
AG07: Masjid Jamek,PYL04: Sungai Buloh,8199
AG07: Masjid Jamek,SP12: Cheras,10766
AG07: Masjid Jamek,SP13: Salak Selatan,13730
AG07: Masjid Jamek,SP14: Bandar Tun Razak,7070
AG07: Masjid Jamek,SP15: Bandar Tasik Selatan,26818
AG07: Masjid Jamek,SP16: Sungai Besi,1784
AG07: Masjid Jamek,SP17: Bukit Jalil,8700
AG07: Masjid Jamek,SP18: Sri Petaling,3342
AG07: Masjid Jamek,SP19: Awan Besar,7268
AG07: Masjid Jamek,SP20: Muhibbah,3881
AG07: Masjid Jamek,SP21: Alam Sutera,3517
AG07: Masjid Jamek,SP22: Kinrara,6138
AG07: Masjid Jamek,SP24: IOI Puchong Jaya,3453
AG07: Masjid Jamek,SP25: Pusat Bandar Puchong,4828
AG07: Masjid Jamek,SP26: Taman Perindustrian Puchong,1384
AG07: Masjid Jamek,SP27: Bandar Puteri,3096
AG07: Masjid Jamek,SP28: Puchong Perdana,4022
AG07: Masjid Jamek,SP29: Puchong Prima,5140
AG07: Masjid Jamek,SP31: Putra Heights,4103
AG08: Plaza Rakyat,A0: All Stations,557017
AG08: Plaza Rakyat,AG01: Sentul Timur,10296
AG08: Plaza Rakyat,AG02: Sentul,5816
AG08: Plaza Rakyat,AG03: Titiwangsa,7067
AG08: Plaza Rakyat,AG04: PWTC,11562
AG08: Plaza Rakyat,AG05: Sultan Ismail,3393
AG08: Plaza Rakyat,AG06: Bandaraya,14216
AG08: Plaza Rakyat,AG07: Masjid Jamek,10986
AG08: Plaza Rakyat,AG08: Plaza Rakyat,6785
AG08: Plaza Rakyat,AG09: Hang Tuah,18977
AG08: Plaza Rakyat,AG10: Pudu,31051
AG08: Plaza Rakyat,AG11: Chan Sow Lin,5142
AG08: Plaza Rakyat,AG12: Miharja,6054
AG08: Plaza Rakyat,AG13: Maluri,12774
AG08: Plaza Rakyat,AG14: Pandan Jaya,12530
AG08: Plaza Rakyat,AG15: Pandan Indah,9663
AG08: Plaza Rakyat,AG16: Cempaka,21016
AG08: Plaza Rakyat,AG17: Cahaya,12923
AG08: Plaza Rakyat,AG18: Ampang,19041
AG08: Plaza Rakyat,KG04: Kwasa Damansara,1548
AG08: Plaza Rakyat,KG05: Kwasa Sentral,3975
AG08: Plaza Rakyat,KG06: Kota Damansara,1869
AG08: Plaza Rakyat,KG07: Surian,2578
AG08: Plaza Rakyat,KG08: Mutiara Damansara,2973
AG08: Plaza Rakyat,KG09: Bandar Utama,4528
AG08: Plaza Rakyat,KG10: TTDI,3221
AG08: Plaza Rakyat,KG12: Phileo Damansara,1530
AG08: Plaza Rakyat,KG13: Pusat Bandar Damansara,1749
AG08: Plaza Rakyat,KG14: Semantan,3004
AG08: Plaza Rakyat,KG15: Muzium Negara,4227
AG08: Plaza Rakyat,KG16: Pasar Seni,1923
AG08: Plaza Rakyat,KG17: Merdeka,5483
AG08: Plaza Rakyat,KG18: Bukit Bintang,15639
AG08: Plaza Rakyat,KG20: Tun Razak Exchange,9522
AG08: Plaza Rakyat,KG21: Cochrane,8079
AG08: Plaza Rakyat,KG22: Maluri,13796
AG08: Plaza Rakyat,KG23: Taman Pertama,4265
AG08: Plaza Rakyat,KG24: Taman Midah,5902
AG08: Plaza Rakyat,KG25: Taman Mutiara,12121
AG08: Plaza Rakyat,KG26: Taman Connaught,7946
AG08: Plaza Rakyat,KG27: Taman Suntex,6187
AG08: Plaza Rakyat,KG28: Sri Raya,3081
AG08: Plaza Rakyat,KG29: Bandar Tun Hussien Onn,7060
AG08: Plaza Rakyat,KG30: Batu 11 Cheras,4453
AG08: Plaza Rakyat,KG31: Bukit Dukung,3669
AG08: Plaza Rakyat,KG33: Sungai Jernih,4782
AG08: Plaza Rakyat,KG34: Stadium Kajang,2747
AG08: Plaza Rakyat,KG35: Kajang,8977
AG08: Plaza Rakyat,KJ01: Gombak,1012
AG08: Plaza Rakyat,KJ02: Taman Melati,1511
AG08: Plaza Rakyat,KJ03: Wangsa Maju,2801
AG08: Plaza Rakyat,KJ04: Sri Rampai,1273
AG08: Plaza Rakyat,KJ05: Setiawangsa,372
AG08: Plaza Rakyat,KJ06: Jelatek,334
AG08: Plaza Rakyat,KJ07: Dato' Keramat,147
AG08: Plaza Rakyat,KJ08: Damai,312
AG08: Plaza Rakyat,KJ09: Ampang Park,798
AG08: Plaza Rakyat,KJ10: KLCC,4715
AG08: Plaza Rakyat,KJ11: Kampung Baru,834
AG08: Plaza Rakyat,KJ12: Dang Wangi,596
AG08: Plaza Rakyat,KJ13: Masjid Jamek,272
AG08: Plaza Rakyat,KJ14: Pasar Seni,2923
AG08: Plaza Rakyat,KJ15: KL Sentral,3304
AG08: Plaza Rakyat,KJ16: Bank Rakyat Bangsar,1195
AG08: Plaza Rakyat,KJ17: Abdullah Hukum,1627
AG08: Plaza Rakyat,KJ18: Kerinchi,518
AG08: Plaza Rakyat,KJ19: Universiti,742
AG08: Plaza Rakyat,KJ20: Taman Jaya,444
AG08: Plaza Rakyat,KJ21: Asia Jaya,361
AG08: Plaza Rakyat,KJ22: Taman Paramount,512
AG08: Plaza Rakyat,KJ23: Taman Bahagia,255
AG08: Plaza Rakyat,KJ24: Kelana Jaya,485
AG08: Plaza Rakyat,KJ25: Lembah Subang,317
AG08: Plaza Rakyat,KJ26: Ara Damansara,401
AG08: Plaza Rakyat,KJ27: Cgc Glenmarie,444
AG08: Plaza Rakyat,KJ28: Subang Jaya,422
AG08: Plaza Rakyat,KJ29: SS 15,311
AG08: Plaza Rakyat,KJ30: SS 18,202
AG08: Plaza Rakyat,KJ31: USJ 7,322
AG08: Plaza Rakyat,KJ32: Taipan,430
AG08: Plaza Rakyat,KJ33: Wawasan,137
AG08: Plaza Rakyat,KJ34: USJ 21,136
AG08: Plaza Rakyat,KJ35: Alam Megah,417
AG08: Plaza Rakyat,KJ36: Subang Alam,168
AG08: Plaza Rakyat,MR01: KL Sentral,1314
AG08: Plaza Rakyat,MR02: Tun Sambanthan,559
AG08: Plaza Rakyat,MR03: Maharajalela,485
AG08: Plaza Rakyat,MR04: Hang Tuah,15652
AG08: Plaza Rakyat,MR05: Imbi,3860
AG08: Plaza Rakyat,MR06: Bukit Bintang,2238
AG08: Plaza Rakyat,MR07: Raja Chulan,488
AG08: Plaza Rakyat,MR08: Bukit Nanas,384
AG08: Plaza Rakyat,MR09: Medan Tuanku,734
AG08: Plaza Rakyat,MR10: Chow Kit,1504
AG08: Plaza Rakyat,MR11: Titiwangsa,246
AG08: Plaza Rakyat,PYL03: Kampung Selamat,714
AG08: Plaza Rakyat,PYL04: Sungai Buloh,3438
AG08: Plaza Rakyat,SP12: Cheras,11834
AG08: Plaza Rakyat,SP13: Salak Selatan,17472
AG08: Plaza Rakyat,SP14: Bandar Tun Razak,5937
AG08: Plaza Rakyat,SP15: Bandar Tasik Selatan,18831
AG08: Plaza Rakyat,SP16: Sungai Besi,1125
AG08: Plaza Rakyat,SP17: Bukit Jalil,6976
AG08: Plaza Rakyat,SP18: Sri Petaling,5738
AG08: Plaza Rakyat,SP19: Awan Besar,8446
AG08: Plaza Rakyat,SP20: Muhibbah,4729
AG08: Plaza Rakyat,SP21: Alam Sutera,4922
AG08: Plaza Rakyat,SP22: Kinrara,7874
AG08: Plaza Rakyat,SP24: IOI Puchong Jaya,4248
AG08: Plaza Rakyat,SP25: Pusat Bandar Puchong,4830
AG08: Plaza Rakyat,SP26: Taman Perindustrian Puchong,1453
AG08: Plaza Rakyat,SP27: Bandar Puteri,3231
AG08: Plaza Rakyat,SP28: Puchong Perdana,3329
AG08: Plaza Rakyat,SP29: Puchong Prima,4326
AG08: Plaza Rakyat,SP31: Putra Heights,2924
AG09: Hang Tuah,A0: All Stations,487847
AG09: Hang Tuah,AG01: Sentul Timur,4576
AG09: Hang Tuah,AG02: Sentul,2571
AG09: Hang Tuah,AG03: Titiwangsa,5257
AG09: Hang Tuah,AG04: PWTC,8949
AG09: Hang Tuah,AG05: Sultan Ismail,3202
AG09: Hang Tuah,AG06: Bandaraya,15476
AG09: Hang Tuah,AG07: Masjid Jamek,33603
AG09: Hang Tuah,AG08: Plaza Rakyat,18998
AG09: Hang Tuah,AG09: Hang Tuah,9466
AG09: Hang Tuah,AG10: Pudu,19063
AG09: Hang Tuah,AG11: Chan Sow Lin,6017
AG09: Hang Tuah,AG12: Miharja,4658
AG09: Hang Tuah,AG13: Maluri,12642
AG09: Hang Tuah,AG14: Pandan Jaya,10265
AG09: Hang Tuah,AG15: Pandan Indah,6573
AG09: Hang Tuah,AG16: Cempaka,14322
AG09: Hang Tuah,AG17: Cahaya,8126
AG09: Hang Tuah,AG18: Ampang,12527
AG09: Hang Tuah,KG04: Kwasa Damansara,202
AG09: Hang Tuah,KG05: Kwasa Sentral,683
AG09: Hang Tuah,KG06: Kota Damansara,559
AG09: Hang Tuah,KG07: Surian,698
AG09: Hang Tuah,KG08: Mutiara Damansara,734
AG09: Hang Tuah,KG09: Bandar Utama,1027
AG09: Hang Tuah,KG10: TTDI,540
AG09: Hang Tuah,KG12: Phileo Damansara,442
AG09: Hang Tuah,KG13: Pusat Bandar Damansara,633
AG09: Hang Tuah,KG14: Semantan,964
AG09: Hang Tuah,KG15: Muzium Negara,250
AG09: Hang Tuah,KG16: Pasar Seni,848
AG09: Hang Tuah,KG17: Merdeka,885
AG09: Hang Tuah,KG18: Bukit Bintang,486
